TranscriptName	GeneGo	length
XM_031584373.1	 GO:1904115;GO:0044295;GO:0034451;GO:0035253;GO:0005737;GO:0005829;GO:0032839;GO:0030139;GO:0005871;GO:0043227;GO:0005874;GO:0015630;GO:0043005;GO:0048471;GO:0045335;GO:0031982;GO:0005524;GO:0008574;GO:0016887;GO:0042802;GO:0008432;GO:0008017;GO:0099609;GO:0003777;GO:0099641;GO:0098971;GO:0007411;GO:0071346;GO:0051642;GO:0007028;GO:0030705;GO:0021766;GO:0007018;GO:0007017;GO:0006839;GO:0072383;GO:0035774;GO:0090316;GO:0043268;GO:1903078;GO:0032230;GO:0031340;GO:1905152;GO:0042391;GO:1990049;GO:0035617;GO:0048489;GO:0047496;	242
XM_031577868.1	 GO:1904115;GO:0044295;GO:0035253;GO:0032839;GO:0150034;GO:0005871;GO:0005874;GO:0043025;GO:0005524;GO:0008574;GO:0016887;GO:0008017;GO:0003777;GO:0099641;GO:0098971;GO:0007411;GO:0030705;GO:0007018;GO:0008045;GO:0051028;GO:0006996;GO:0048489;	3590
XM_012829288.2	 GO:0005829;GO:0000784;GO:0005664;GO:0005730;GO:0005654;GO:0005634;GO:0000808;GO:0005524;GO:0003688;GO:0000166;GO:0006260;GO:0006270;GO:0000082;	306
XM_031558386.1	 GO:0048179;GO:0009986;GO:0005737;GO:0034673;GO:0016020;GO:0005886;GO:0043235;GO:0048185;GO:0017002;GO:0005524;GO:0098821;GO:0015026;GO:0019838;GO:0034711;GO:0046872;GO:0030165;GO:0043621;GO:0004674;GO:0032924;GO:0009952;GO:0009798;GO:0008283;GO:0071363;GO:0007368;GO:0048706;GO:0001702;GO:0048333;GO:0043084;GO:0032927;GO:0030501;GO:0045648;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0050999;GO:0060011;GO:0042713;GO:0007283;	17945
XM_012819449.2	 GO:0048179;GO:0009986;GO:0005737;GO:0034673;GO:0016020;GO:0005886;GO:0043235;GO:0048185;GO:0017002;GO:0005524;GO:0098821;GO:0015026;GO:0019838;GO:0034711;GO:0046872;GO:0030165;GO:0043621;GO:0004674;GO:0032924;GO:0009952;GO:0009798;GO:0008283;GO:0071363;GO:0007368;GO:0048706;GO:0001702;GO:0048333;GO:0043084;GO:0032927;GO:0030501;GO:0045648;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0050999;GO:0060011;GO:0042713;GO:0007283;	8540
XM_031584662.1	 GO:0048179;GO:0009986;GO:0005737;GO:0034673;GO:0016020;GO:0005886;GO:0043235;GO:0048185;GO:0017002;GO:0005524;GO:0098821;GO:0015026;GO:0019838;GO:0034711;GO:0046872;GO:0030165;GO:0043621;GO:0004674;GO:0032924;GO:0009952;GO:0009798;GO:0008283;GO:0071363;GO:0007368;GO:0048706;GO:0001702;GO:0048333;GO:0043084;GO:0032927;GO:0030501;GO:0045648;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0050999;GO:0060011;GO:0042713;GO:0007283;	10097
XM_012819457.2	 GO:0048179;GO:0009986;GO:0005737;GO:0034673;GO:0016020;GO:0005886;GO:0043235;GO:0048185;GO:0017002;GO:0005524;GO:0098821;GO:0015026;GO:0019838;GO:0034711;GO:0046872;GO:0030165;GO:0043621;GO:0004674;GO:0032924;GO:0009952;GO:0009798;GO:0008283;GO:0071363;GO:0007368;GO:0048706;GO:0001702;GO:0048333;GO:0043084;GO:0032927;GO:0030501;GO:0045648;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0050999;GO:0060011;GO:0042713;GO:0007283;	10100
XM_031584657.1	 GO:0048179;GO:0009986;GO:0005737;GO:0034673;GO:0016020;GO:0005886;GO:0043235;GO:0048185;GO:0017002;GO:0005524;GO:0098821;GO:0015026;GO:0019838;GO:0034711;GO:0046872;GO:0030165;GO:0043621;GO:0004674;GO:0032924;GO:0009952;GO:0009798;GO:0008283;GO:0071363;GO:0007368;GO:0048706;GO:0001702;GO:0048333;GO:0043084;GO:0032927;GO:0030501;GO:0045648;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0050999;GO:0060011;GO:0042713;GO:0007283;	6745
XM_031573955.1	-	8229
XM_012829384.2	 GO:0030134;GO:0005783;GO:0033116;GO:0030176;GO:0030173;GO:0006888;GO:0006890;	64
XM_012833713.2	 GO:0005829;GO:0000790;GO:0005730;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0001227;GO:0046872;GO:0019208;GO:0070412;GO:0043565;GO:0021846;GO:0048668;GO:0021540;GO:0021957;GO:0048066;GO:0021766;GO:0061373;GO:0097324;GO:0000122;GO:0007399;GO:0001755;GO:0001843;GO:0050772;GO:0043507;GO:1902748;GO:0048023;GO:0045636;GO:0045944;GO:0030177;GO:1903056;GO:0001756;	64450
XM_031574475.1	-	19
XM_012828421.2	 GO:0005829;GO:0000790;GO:0005730;GO:0005654;GO:0005634;GO:0001228;GO:0000981;GO:0001227;GO:0046872;GO:0019208;GO:0070412;GO:0043565;GO:0021846;GO:0048668;GO:0021540;GO:0021957;GO:0048066;GO:0021766;GO:0061373;GO:0097324;GO:0000122;GO:0007399;GO:0001755;GO:0001843;GO:0050772;GO:0043507;GO:1902748;GO:0048023;GO:0045636;GO:0045944;GO:0030177;GO:1903056;GO:0001756;	3787
XM_031583614.1	 GO:0005634;GO:0003682;GO:0003700;GO:0001227;GO:0003690;GO:0070888;GO:0043565;GO:0008270;GO:0048513;GO:0051216;GO:0071230;GO:0071560;GO:0007417;GO:0090103;GO:0048596;GO:0048598;GO:0048704;GO:0030900;GO:0008285;GO:0045602;GO:0030857;GO:0000122;GO:0045892;GO:0007389;GO:0045666;GO:0045944;GO:0010464;GO:0051150;GO:0033081;GO:0017015;GO:0014823;GO:0031667;GO:0048752;	392
XM_012840812.2	 GO:0046658;GO:0009986;GO:0062023;GO:0005576;GO:0005615;GO:0098978;GO:0005796;GO:0005887;GO:0045202;GO:0016477;GO:0098696;GO:1905606;GO:1905475;GO:0009966;GO:0099560;	37683
XM_031560395.1	 GO:0046658;GO:0062023;GO:0005615;GO:0016477;GO:0009966;	37508
XM_031582367.1	 GO:0005829;GO:0051015;GO:0017048;GO:0016477;GO:0030866;GO:0007010;GO:0022604;GO:0008360;	193511
XM_031558833.1	 GO:0005856;GO:0005829;GO:0030425;GO:0043197;GO:0031234;GO:0098890;GO:0030175;GO:0098978;GO:0008092;GO:0048365;GO:0030676;GO:0048813;GO:0010923;GO:0098974;GO:1905606;GO:0098942;GO:0007416;	20022
XM_031559009.1	 GO:0005856;GO:0005829;GO:0030425;GO:0043197;GO:0031234;GO:0098890;GO:0030175;GO:0098978;GO:0008092;GO:0048365;GO:0030676;GO:0048813;GO:0010923;GO:0098974;GO:1905606;GO:0098942;GO:0007416;	16184
XM_012836494.2	 GO:0005856;GO:0005829;GO:0030425;GO:0043197;GO:0031234;GO:0098890;GO:0030175;GO:0098978;GO:0008092;GO:0048365;GO:0030676;GO:0048813;GO:0010923;GO:0098974;GO:1905606;GO:0098942;GO:0007416;	20032
XM_012825332.2	 GO:0005737;GO:0005856;GO:0005829;GO:0008092;GO:0030676;GO:0005089;GO:0031532;GO:0007155;GO:0022405;GO:0016322;GO:0030316;GO:0071800;GO:0016601;GO:0033623;GO:0071526;	1452
XM_031575559.1	 GO:0005737;GO:0005856;GO:0005829;GO:0008092;GO:0030676;GO:0005089;GO:0031532;GO:0007155;GO:0022405;GO:0016322;GO:0030316;GO:0071800;GO:0016601;GO:0033623;GO:0071526;	1452
XM_031575558.1	 GO:0005737;GO:0005856;GO:0005829;GO:0008092;GO:0030676;GO:0005089;GO:0031532;GO:0007155;GO:0022405;GO:0016322;GO:0030316;GO:0071800;GO:0016601;GO:0033623;GO:0071526;	935
XM_012841379.2	 GO:0005737;GO:0005829;GO:0000139;GO:0005730;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0032147;GO:0009267;GO:0097194;GO:0008631;GO:0030336;GO:0048680;GO:0046777;GO:0006468;GO:0048679;GO:0007346;GO:0042542;GO:0023014;GO:0031098;	34696
XM_012825362.2	 GO:0005737;GO:0070062;GO:0000139;GO:0005524;GO:0046872;GO:0042803;GO:0004672;GO:0004674;GO:0032147;GO:0051683;GO:0007163;GO:0051645;GO:0090168;GO:0036481;GO:0050772;GO:0032874;GO:0046777;GO:0006468;GO:0007346;GO:0042542;GO:0006979;GO:0007165;GO:0023014;GO:0031098;	1772
XM_012836330.2	 GO:0005737;GO:0005829;GO:0000139;GO:0005730;GO:0005634;GO:0005524;GO:0046872;GO:0004674;GO:0032147;GO:0009267;GO:0097194;GO:0008631;GO:0030336;GO:0048680;GO:0046777;GO:0006468;GO:0048679;GO:0007346;GO:0042542;GO:0023014;GO:0031098;	2161
XM_031583085.1	 GO:0016324;GO:0005903;GO:0016021;GO:0005887;GO:0016020;GO:0016248;GO:0071916;GO:0035673;GO:1904680;GO:0015333;GO:0005427;GO:0140206;GO:0051956;GO:0006857;GO:0015031;	710
XM_031579263.1	 GO:0016021;GO:0005887;GO:0071916;GO:0035673;GO:1904680;GO:0015333;GO:0015031;	2042
XM_031583078.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	14260
XM_031583081.1	 GO:0012505;GO:0016020;GO:0005085;GO:0017048;GO:0005089;GO:0043547;GO:0007264;	21297
XM_031583076.1	 GO:0012505;GO:0016020;GO:0005085;GO:0017048;GO:0005089;GO:0043547;GO:0007264;	22010
XM_031583079.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	22010
XM_031583084.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	38829
XM_031558938.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	26426
XM_012836435.2	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	11603
XM_031558909.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	26404
XM_031558874.1	 GO:0005829;GO:0012505;GO:0016020;GO:0045296;GO:0005085;GO:0007596;GO:0043547;GO:0007264;	27731
XM_031573991.1	 GO:0005737;GO:0005829;GO:0043197;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0005085;GO:0001782;GO:0060997;GO:0002315;GO:0043547;GO:0030334;GO:0007264;	325
XM_031573992.1	 GO:0005737;GO:0005829;GO:0043197;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0005085;GO:0001782;GO:0060997;GO:0002315;GO:0043547;GO:0030334;GO:0007264;	261
XM_031584689.1	 GO:0005829;GO:0005085;GO:0005089;GO:0001782;GO:0007596;GO:0002315;GO:0051491;GO:0043547;GO:0007264;	5593
XM_031573985.1	 GO:0005737;GO:0005829;GO:0043197;GO:0070062;GO:0016020;GO:0005654;GO:0005634;GO:0005085;GO:0001782;GO:0060997;GO:0002315;GO:0043547;GO:0030334;GO:0007264;	161
XM_012816769.2	 GO:1902494;GO:0005783;GO:0000795;GO:0046849;GO:0032964;GO:0030199;GO:0017185;	5796
XM_012815211.2	-	282564
XM_031562489.1	 GO:0005671;GO:0005737;GO:0005634;GO:0004402;GO:0030274;GO:0000086;GO:0016573;GO:0043966;	45
XM_031573703.1	 GO:0016021;GO:0048471;GO:0005886;GO:0097186;GO:0006915;	15338
XM_031568985.1	-	6032
XM_031582501.1	 GO:0005912;GO:0016324;GO:0009925;GO:0005901;GO:0009986;GO:0005737;GO:0030425;GO:0005887;GO:0043025;GO:0005654;GO:0005886;GO:0014069;GO:0043235;GO:0005524;GO:0036122;GO:0098821;GO:0045296;GO:0019838;GO:0046872;GO:0004674;GO:1990782;GO:0005024;GO:0009952;GO:0003176;GO:0060840;GO:0060413;GO:0001568;GO:0001974;GO:0030509;GO:0007420;GO:0071773;GO:0071363;GO:0009267;GO:0002063;GO:0003197;GO:0060350;GO:0072577;GO:0001935;GO:0060173;GO:0048286;GO:0001946;GO:0060836;GO:0001893;GO:0001707;GO:0003183;GO:0030308;GO:0003252;GO:1902731;GO:2000279;GO:0003085;GO:0045906;GO:0003151;GO:0003148;GO:0061626;GO:0048842;GO:0030513;GO:0030501;GO:0061036;GO:0010595;GO:0001938;GO:0010634;GO:0045778;GO:0045669;GO:0010862;GO:0045944;GO:0006468;GO:0030166;GO:0003177;GO:0042127;GO:0014916;GO:0061298;GO:1905314;GO:0006366;GO:0007178;GO:0003186;GO:0001944;GO:0060841;GO:0060412;	1906
XM_031578768.1	 GO:0005881;GO:0005789;GO:0071782;GO:0016021;GO:0016020;GO:0008017;GO:0051301;GO:0071786;GO:0007084;GO:0006998;	30
XM_031582502.1	-	2541
XM_031582846.1	 GO:0001669;GO:0005794;GO:0019904;GO:0051049;GO:0007286;	5653
XM_012829272.2	 GO:0031428;GO:0015030;GO:0005829;GO:0001650;GO:0016020;GO:0005730;GO:0005654;GO:0070761;GO:0005732;GO:0032040;GO:0051117;GO:0003723;GO:0030515;GO:0001094;GO:0006364;GO:0048254;	2617
XM_031577983.1	 GO:0005737;GO:0001650;GO:0070761;GO:0005732;GO:1990226;GO:0030515;GO:0042254;	71
XM_012835684.2	 GO:0005758;GO:0005759;GO:0005747;GO:0005739;GO:0051537;GO:0051539;GO:0009055;GO:0046872;GO:0008137;GO:0008637;GO:0046034;GO:0045333;GO:0006120;GO:0032981;GO:0072593;GO:0051881;	3406
XM_031580821.1	-	7954
XM_031582369.1	 GO:0005829;GO:0051015;GO:0017048;GO:0016477;GO:0030866;GO:0007010;GO:0022604;GO:0008360;	2687
XM_031557923.1	 GO:0005829;GO:0051015;GO:0045296;GO:0017048;GO:0016477;GO:0030866;GO:0007010;GO:0022604;GO:0008360;	690
XM_012835962.2	 GO:0005737;GO:0030426;GO:0016020;GO:0043005;GO:0005886;GO:0016533;GO:0003779;GO:0061575;GO:0008092;GO:0008289;GO:0021549;GO:0021766;GO:0021819;GO:0001764;GO:0045956;GO:0045860;GO:0021722;	239
XM_031573487.1	 GO:0097512;GO:0005737;GO:0005916;GO:0014704;GO:0005882;GO:0031594;GO:0005634;GO:0042383;GO:0030018;GO:0008092;GO:0042802;GO:0045109;	39
XM_031557899.1	 GO:0015629;GO:0005829;GO:0070062;GO:0005654;GO:0005524;GO:0005085;GO:0046872;GO:0004674;GO:0005089;GO:0008344;GO:0048013;GO:0007186;GO:0046959;GO:0035556;GO:0007595;GO:0042711;GO:0060137;GO:0007613;GO:0060125;GO:0007399;GO:0007528;GO:0043065;GO:0061003;GO:0043547;GO:0006468;GO:0035023;GO:0051056;GO:0007165;GO:0035176;GO:0016192;	1359
XM_031558349.1	 GO:0015629;GO:0005829;GO:0070062;GO:0005654;GO:0005524;GO:0005085;GO:0046872;GO:0004674;GO:0005089;GO:0008344;GO:0048013;GO:0007186;GO:0046959;GO:0035556;GO:0007595;GO:0042711;GO:0060137;GO:0007613;GO:0060125;GO:0007399;GO:0007528;GO:0043065;GO:0061003;GO:0043547;GO:0006468;GO:0035023;GO:0051056;GO:0007165;GO:0035176;GO:0016192;	133
XM_031558347.1	 GO:0015629;GO:0005829;GO:0070062;GO:0005654;GO:0005524;GO:0005085;GO:0046872;GO:0004674;GO:0005089;GO:0008344;GO:0048013;GO:0007186;GO:0046959;GO:0035556;GO:0007595;GO:0042711;GO:0060137;GO:0007613;GO:0060125;GO:0007399;GO:0007528;GO:0043065;GO:0061003;GO:0043547;GO:0006468;GO:0035023;GO:0051056;GO:0007165;GO:0035176;GO:0016192;	767
XM_031586749.1	 GO:0005737;GO:0005524;GO:0004674;GO:0005089;GO:0007411;GO:0007417;	4350
XM_031576266.1	 GO:0005737;GO:0005524;GO:0004674;GO:0005089;GO:0007411;GO:0007417;	344
XM_031558345.1	 GO:0015629;GO:0005829;GO:0070062;GO:0005654;GO:0005524;GO:0005085;GO:0046872;GO:0004674;GO:0005089;GO:0008344;GO:0048013;GO:0007186;GO:0046959;GO:0035556;GO:0007595;GO:0042711;GO:0060137;GO:0007613;GO:0060125;GO:0007399;GO:0007528;GO:0043065;GO:0061003;GO:0043547;GO:0006468;GO:0035023;GO:0051056;GO:0007165;GO:0035176;GO:0016192;	472
XM_031584615.1	 GO:0006629;	196891
XM_031584614.1	 GO:0006629;	208126
XM_012830519.2	 GO:0005654;GO:0034388;GO:0032040;GO:0003723;GO:0000462;GO:0000028;GO:0006364;	1440
XM_012823430.2	 GO:0005829;GO:0005741;GO:0005739;GO:0005634;GO:0005524;GO:0004370;GO:0042393;GO:0016773;GO:0042593;GO:0019563;GO:0006071;GO:0046167;GO:0016310;GO:0019217;GO:0045471;GO:0006641;	5682
XM_031558215.1	 GO:0005829;GO:0070062;GO:0005741;GO:0005739;GO:0005524;GO:0004370;GO:0016773;GO:0019563;GO:0006071;GO:0046167;GO:0016310;GO:0019432;GO:0006641;	6464
XM_031558216.1	 GO:0005829;GO:0005741;GO:0005739;GO:0005634;GO:0005524;GO:0004370;GO:0042393;GO:0016773;GO:0042593;GO:0019563;GO:0006071;GO:0046167;GO:0016310;GO:0019217;GO:0045471;GO:0006641;	6101
XM_031558655.1	 GO:0005634;GO:0001228;GO:0043565;GO:0030154;GO:0045892;GO:0045944;	171
XM_031586683.1	 GO:0005737;GO:0043231;GO:0005654;GO:0005634;GO:0003677;GO:0001228;GO:0003700;GO:0019904;GO:0000978;GO:0043565;GO:0030154;GO:0048469;GO:0048305;GO:0002380;GO:0002335;GO:0045944;GO:0045893;GO:0006355;	144
XM_012823256.2	 GO:0005615;GO:0005667;GO:0008134;GO:0040008;GO:0006355;	1098
XM_012823322.2	-	254
XM_012823295.2	 GO:0005615;GO:0005509;GO:0004252;GO:0007596;	262
XM_012823293.2	 GO:0070390;GO:0003690;GO:0003723;GO:0071033;GO:0016973;GO:0000973;GO:0006368;	3204
XM_031582394.1	 GO:0009331;GO:0005743;GO:0005739;GO:0005509;GO:0004367;GO:0052591;GO:0043010;GO:0006094;GO:0019563;GO:0006072;GO:0035264;GO:0006734;	7961
XM_012830293.2	 GO:0009331;GO:0005743;GO:0005739;GO:0005509;GO:0004368;GO:0052591;GO:0043010;GO:0006094;GO:0019563;GO:0006072;GO:0006127;GO:0035264;	6297
XM_012841356.2	 GO:0005737;GO:0042025;GO:0016607;GO:0005654;GO:0005634;GO:0005667;GO:0003677;GO:0001228;GO:0035259;GO:0004879;GO:0046982;GO:0000978;GO:0000977;GO:0043565;GO:0003707;GO:0008270;GO:0008344;GO:0071376;GO:0031668;GO:0034599;GO:0021953;GO:0021952;GO:0042416;GO:0042417;GO:0071542;GO:0045444;GO:0010467;GO:0051866;GO:0021986;GO:2001234;GO:0043524;GO:0000122;GO:0007399;GO:0030182;GO:0042551;GO:0001764;GO:0043085;GO:0045944;GO:0045893;GO:0009791;GO:0042053;GO:0010468;GO:0043576;GO:0006355;GO:0001975;GO:0001666;GO:0010035;GO:0017085;GO:0006351;	75
XM_031582398.1	 GO:0005737;GO:0042025;GO:0005634;GO:0005667;GO:0003677;GO:0001228;GO:0003700;GO:0035259;GO:0004879;GO:0046982;GO:0000978;GO:0000977;GO:0043565;GO:0003707;GO:0008270;GO:0008344;GO:0071376;GO:0031668;GO:0034599;GO:0021953;GO:0021952;GO:0042416;GO:0042417;GO:0071542;GO:0045444;GO:0010467;GO:0051866;GO:0021986;GO:2001234;GO:0043524;GO:0000122;GO:0007399;GO:0030182;GO:0042551;GO:0001764;GO:0043085;GO:0045944;GO:0045893;GO:0009791;GO:0042053;GO:0010468;GO:0043576;GO:0006357;GO:0006355;GO:0001975;GO:0001666;GO:0010035;GO:0017085;GO:0006351;	75
XM_012825056.2	 GO:0016021;GO:0050656;GO:0017095;GO:0070492;GO:0008146;GO:0015015;	8624
XM_031583610.1	 GO:0016021;GO:0017095;GO:0015015;	423
XM_012840538.2	-	181
XM_012840788.2	 GO:0005856;GO:0033017;GO:0045214;GO:0035914;GO:0048741;	312
XM_031582276.1	 GO:0005856;GO:0033017;GO:0045214;GO:0035914;GO:0048741;	726
XM_031558887.1	 GO:0005604;GO:0005581;GO:0062023;GO:0005788;GO:0031012;GO:0005576;GO:0005615;GO:0005201;GO:0004867;GO:0007155;GO:0030198;	108
XM_012836334.2	 GO:0005604;GO:0005581;GO:0062023;GO:0031012;GO:0005615;GO:0005201;GO:0004867;GO:0007155;GO:0030198;	737
XM_031579919.1	 GO:0070382;GO:0070062;GO:0019897;GO:0042470;GO:0031528;GO:0005886;GO:0042043;GO:0017137;GO:0006887;GO:0006886;	551
XM_031558489.1	 GO:0005769;GO:0031901;GO:0005789;GO:0005768;GO:0010008;GO:0005794;GO:0005887;GO:0031902;GO:0005765;GO:0005886;GO:0055037;GO:0008021;GO:0015297;GO:0005524;GO:0005254;GO:0031404;GO:0015299;GO:0005247;GO:0006821;GO:0034220;	3782
XM_012830862.2	-	1351
XM_031584498.1	 GO:0016324;GO:0043679;GO:0031410;GO:0005769;GO:0031901;GO:0005768;GO:0010008;GO:0009897;GO:0098982;GO:0098978;GO:0005794;GO:0060077;GO:0016021;GO:0005887;GO:0099055;GO:0030285;GO:0043231;GO:0005770;GO:0031902;GO:0005765;GO:0016020;GO:0045335;GO:0005886;GO:0055037;GO:0055038;GO:0030141;GO:0042581;GO:0045202;GO:0008021;GO:0012506;GO:0015297;GO:0005524;GO:0005254;GO:0031404;GO:0005216;GO:0030165;GO:0015299;GO:0005247;GO:0005244;GO:0008344;GO:1902476;GO:0006821;GO:0006811;GO:0045794;GO:0070050;GO:0006911;GO:0045494;GO:1903428;GO:0051932;GO:0035249;GO:0097401;	1007
XM_031584497.1	 GO:0009986;GO:0031410;GO:0005769;GO:0031901;GO:0005768;GO:0010008;GO:0009897;GO:0098982;GO:0098978;GO:0005794;GO:0000139;GO:0016021;GO:0005887;GO:0030285;GO:0043231;GO:0005770;GO:0031902;GO:0005765;GO:0016020;GO:0045335;GO:0005886;GO:0055037;GO:0030141;GO:0042581;GO:0008021;GO:0030658;GO:0012506;GO:0015297;GO:0005524;GO:0005254;GO:0031404;GO:0030165;GO:0015299;GO:0005247;GO:0072320;GO:1902476;GO:0048388;GO:0045794;GO:0006885;	1942
XM_031584500.1	 GO:0016324;GO:0043679;GO:0031410;GO:0005769;GO:0031901;GO:0005768;GO:0010008;GO:0009897;GO:0098982;GO:0098978;GO:0005794;GO:0060077;GO:0016021;GO:0005887;GO:0099055;GO:0030285;GO:0043231;GO:0005770;GO:0031902;GO:0005765;GO:0016020;GO:0045335;GO:0005886;GO:0055037;GO:0055038;GO:0030141;GO:0042581;GO:0045202;GO:0008021;GO:0012506;GO:0015297;GO:0005524;GO:0005254;GO:0031404;GO:0005216;GO:0030165;GO:0015299;GO:0005247;GO:0005244;GO:0008344;GO:1902476;GO:0006821;GO:0006811;GO:0045794;GO:0070050;GO:0006911;GO:0045494;GO:1903428;GO:0051932;GO:0035249;GO:0097401;	1942
XM_031582175.1	 GO:0047555;GO:0004114;GO:0046872;GO:0046069;GO:0019934;GO:0009187;	1939
XM_031558494.1	 GO:0047555;GO:0004114;GO:0046872;GO:0046069;GO:0019934;GO:0009187;	1611
XM_031558470.1	 GO:0045180;GO:0005938;GO:0031592;GO:0005813;GO:0000777;GO:0030981;GO:0005881;GO:0005794;GO:0000776;GO:0005828;GO:0005815;GO:0072686;GO:0005876;GO:0002162;GO:0043515;GO:0008017;GO:0051010;GO:0030953;GO:0051301;GO:0040001;GO:0051294;GO:0010458;GO:0007030;GO:0034453;GO:0001578;GO:0000226;GO:0007020;GO:0031023;GO:0090307;GO:0007052;GO:0007026;GO:0031111;GO:0051497;GO:1903690;GO:1904261;GO:0010634;GO:0045921;GO:0090091;GO:0010717;GO:0051893;GO:0010470;GO:0070507;GO:0031110;GO:0006903;	46
XM_031558477.1	 GO:0000777;GO:0005881;GO:0005794;GO:0005828;GO:0005815;GO:0043515;GO:0051010;GO:0007049;GO:0051301;GO:0034453;GO:0007020;GO:0031023;	46
XM_031558478.1	 GO:0000777;GO:0005881;GO:0005794;GO:0005828;GO:0005815;GO:0043515;GO:0051010;GO:0007049;GO:0051301;GO:0034453;GO:0007020;GO:0031023;	46
XM_012836601.2	 GO:0005615;GO:0008083;GO:0005179;GO:0005178;GO:0008284;	111
XR_004162790.1	-	19
XR_004163032.1	-	97
XM_031558484.1	 GO:0045180;GO:0005938;GO:0031592;GO:0005813;GO:0000777;GO:0030981;GO:0005881;GO:0005794;GO:0000776;GO:0005828;GO:0005815;GO:0072686;GO:0005876;GO:0002162;GO:0043515;GO:0008017;GO:0051010;GO:0030953;GO:0051301;GO:0040001;GO:0051294;GO:0010458;GO:0007030;GO:0034453;GO:0001578;GO:0000226;GO:0007020;GO:0031023;GO:0090307;GO:0007052;GO:0007026;GO:0031111;GO:0051497;GO:1903690;GO:1904261;GO:0010634;GO:0045921;GO:0090091;GO:0010717;GO:0051893;GO:0010470;GO:0070507;GO:0031110;GO:0006903;	20175
XR_004162876.1	 GO:0000777;GO:0005881;GO:0005794;GO:0005828;GO:0005815;GO:0043515;GO:0051010;GO:0007049;GO:0051301;GO:0034453;GO:0007020;GO:0031023;	617
XM_031559273.1	 GO:0030118;GO:0030132;GO:0030130;GO:0071439;GO:0030125;GO:0005905;GO:0030136;GO:0031410;GO:0098978;GO:0005886;GO:0098843;GO:0099631;GO:0098835;GO:0005819;GO:0030672;GO:0032050;GO:0051020;GO:0042277;GO:0044877;GO:0005198;GO:0007049;GO:0051301;GO:0048268;GO:0072583;GO:0006886;	28
XM_012829193.2	 GO:0034274;GO:0005776;GO:0005930;GO:0044233;GO:0034045;GO:0035973;GO:0019883;GO:0006915;GO:0000045;GO:0006914;GO:0000422;GO:0044804;GO:0001974;GO:0006501;GO:0006995;GO:0071500;GO:0060047;GO:0043066;GO:2000619;GO:0050765;GO:0031397;GO:2000378;GO:0039689;GO:0045060;GO:0048840;GO:0075044;GO:0070257;GO:0061739;GO:1902017;GO:0002739;GO:0051279;GO:0042493;GO:0009620;GO:0042311;GO:0055015;	20
XM_031577652.1	 GO:0045180;GO:0005938;GO:0031592;GO:0005813;GO:0000777;GO:0030981;GO:0005881;GO:0005829;GO:0005794;GO:0000776;GO:0005828;GO:0016020;GO:0005815;GO:0035371;GO:0072686;GO:0005876;GO:0002162;GO:0043515;GO:0008017;GO:0051010;GO:0030953;GO:0051301;GO:0097711;GO:0090162;GO:0040001;GO:0051294;GO:0007163;GO:0010458;GO:0000086;GO:0007030;GO:0034453;GO:0001578;GO:0000226;GO:0007020;GO:0031023;GO:0090307;GO:0007052;GO:0007026;GO:0031111;GO:0051497;GO:1903690;GO:1904261;GO:0010634;GO:0045921;GO:0090091;GO:0031116;GO:0010717;GO:0051893;GO:0010389;GO:0010470;GO:0070507;GO:0031110;GO:0006903;	29
XM_031577645.1	 GO:0045180;GO:0005938;GO:0031592;GO:0005813;GO:0000777;GO:0030981;GO:0005881;GO:0005829;GO:0005794;GO:0000776;GO:0005828;GO:0016020;GO:0005815;GO:0035371;GO:0072686;GO:0005876;GO:0002162;GO:0043515;GO:0008017;GO:0051010;GO:0030953;GO:0051301;GO:0097711;GO:0090162;GO:0040001;GO:0051294;GO:0007163;GO:0010458;GO:0000086;GO:0007030;GO:0034453;GO:0001578;GO:0000226;GO:0007020;GO:0031023;GO:0090307;GO:0007052;GO:0007026;GO:0031111;GO:0051497;GO:1903690;GO:1904261;GO:0010634;GO:0045921;GO:0090091;GO:0031116;GO:0010717;GO:0051893;GO:0010389;GO:0010470;GO:0070507;GO:0031110;GO:0006903;	11002
